,Neighborhood_Latitude,Neighborhood_Longitude,indian_Venue,indian_Venue_Latitude,indian_Venue_Longitude,Distance,Venue_Category
45,28.568452819575402,77.22571564516436,Chicken Inn,28.568674821514662,77.22988661543643,408,Indian Restaurant
46,28.568452819575402,77.22571564516436,Kathi's,28.567702153271934,77.22124713400824,444,Indian Restaurant
47,28.568452819575402,77.22571564516436,Daitchi,28.56819754073076,77.22247657246882,317,Chinese Restaurant
48,28.568352097230232,77.23184584361759,Nizam's Kathi Kabab,28.566758665459037,77.23405175350277,279,Indian Restaurant
49,28.568352097230232,77.23184584361759,Nizam's,28.566703265916846,77.23407420672022,284,Indian Restaurant
50,28.568251098315454,77.23797601056127,Bikanervala,28.57099184505776,77.23913167574396,325,Indian Restaurant
51,28.568251098315454,77.23797601056127,Haldiram's,28.565236377008425,77.23816910709549,336,Indian Restaurant
52,28.568251098315454,77.23797601056127,Nizam's Kathi Kabab,28.566758665459037,77.23405175350277,418,Indian Restaurant
53,28.568251098315454,77.23797601056127,Goli Vada Pao,28.570170763838068,77.23980524015442,278,Indian Restaurant
54,28.568251098315454,77.23797601056127,Bikanerwala,28.570990319917385,77.23912125148715,324,Indian Restaurant
55,28.568251098315454,77.23797601056127,Nizam's,28.566703265916846,77.23407420672022,418,Indian Restaurant
56,28.568149822836315,77.2441061459091,Beliram Decchiwala,28.56891632080078,77.24746942520142,339,Indian Restaurant
57,28.568149822836315,77.2441061459091,Goli Vada Pao,28.570170763838068,77.23980524015442,476,Indian Restaurant
58,28.568048270798066,77.25023624957481,Beliram Decchiwala,28.56891632080078,77.24746942520142,287,Indian Restaurant
59,28.568048270798066,77.25023624957481,Sethi Caterers & Restaurant,28.56797095936389,77.2468030221079,335,Indian Restaurant
60,28.568048270798066,77.25023624957481,Gopal Dhaba,28.566074811753623,77.24651260902766,425,Indian Restaurant
61,28.568048270798066,77.25023624957481,Delhicious Kitchen,28.56733722929428,77.24677079300025,347,Diner
62,28.56794644220599,77.25636632147214,Indian Accent,28.57042284894989,77.2567533800153,278,Indian Restaurant
63,28.56794644220599,77.25636632147214,The Manor Hotel,28.57045905048506,77.25679070551244,282,Hotel
64,28.56794644220599,77.25636632147214,In-Q - The Manor,28.570335,77.256656,267,Indian Restaurant
65,28.573688731440953,77.19209618558294,Rdbd Rang de Basanti Dhaba,28.576552126905252,77.19525190451647,443,Indian Restaurant
66,28.573688731440953,77.19209618558294,Haldiram's,28.576374358811357,77.19526594231465,430,Indian Restaurant
67,28.573688731440953,77.19209618558294,Rang De Basanti Dhaba,28.576022679658717,77.1950497594198,388,Indian Restaurant
68,28.573688731440953,77.19209618558294,Southy,28.569563954836145,77.19223092243284,459,Indian Restaurant
69,28.573688731440953,77.19209618558294,Sagar Ratna,28.576366,77.195145,421,South Indian Restaurant
70,28.573688731440953,77.19209618558294,Rollmaal,28.5761044253763,77.19531928613874,414,Maharashtrian Restaurant
71,28.573589511090866,77.19822682707883,Rdbd Rang de Basanti Dhaba,28.576552126905252,77.19525190451647,439,Indian Restaurant
72,28.573589511090866,77.19822682707883,Haldiram's,28.576374358811357,77.19526594231465,424,Indian Restaurant
73,28.573589511090866,77.19822682707883,Rang De Basanti Dhaba,28.576022679658717,77.1950497594198,412,Indian Restaurant
74,28.573589511090866,77.19822682707883,Amar Jyoti Restaurant,28.577417293433125,77.19666129546995,452,Indian Restaurant
75,28.573490014089,77.20435743753386,Curry Leaf,28.57323045176796,77.20278156370463,156,Indian Restaurant
76,28.573490014089,77.20435743753386,BijoliGrill,28.573012,77.206397,206,Indian Restaurant
77,28.573490014089,77.20435743753386,Bhoj Bhaat,28.573511,77.206529,212,Indian Restaurant
78,28.573490014089,77.20435743753386,Navdanya Organic Cafe,28.57290267944336,77.20645141601562,214,Indian Restaurant
79,28.573490014089,77.20435743753386,Paamna Restaurant,28.573417,77.206851,243,Indian Restaurant
80,28.573490014089,77.20435743753386,Darbar-E-Awadh,28.573463439941406,77.20687866210938,246,Indian Restaurant
81,28.573490014089,77.20435743753386,Wah Delhi,28.57359745463024,77.20698695918355,257,Indian Restaurant
82,28.573490014089,77.20435743753386,Momo Mia,28.573299089586502,77.20695327169587,254,Northeast Indian Restaurant
83,28.573490014089,77.20435743753386,Nagaland Cookhouse,28.573076,77.20634,199,Northeast Indian Restaurant
84,28.573390240440528,77.21048801686173,Appus Hotel,28.575048,77.21011,188,Indian Restaurant
85,28.573390240440528,77.21048801686173,Kerala Hotel,28.574072854821548,77.20992893347261,93,Indian Restaurant
86,28.573390240440528,77.21048801686173,Wah Delhi,28.57359745463024,77.20698695918355,343,Indian Restaurant
87,28.573390240440528,77.21048801686173,Darbar-E-Awadh,28.573463439941406,77.20687866210938,352,Indian Restaurant
88,28.573390240440528,77.21048801686173,Paamna Restaurant,28.573417,77.206851,355,Indian Restaurant
89,28.573390240440528,77.21048801686173,Bhoj Bhaat,28.573511,77.206529,387,Indian Restaurant
90,28.573390240440528,77.21048801686173,Navdanya Organic Cafe,28.57290267944336,77.20645141601562,398,Indian Restaurant
91,28.573390240440528,77.21048801686173,BijoliGrill,28.573012,77.206397,402,Indian Restaurant
92,28.573390240440528,77.21048801686173,Momo Mia,28.573299089586502,77.20695327169587,345,Northeast Indian Restaurant
93,28.573390240440528,77.21048801686173,Nagaland Cookhouse,28.573076,77.20634,407,Northeast Indian Restaurant
94,28.57329019015063,77.21661856497613,No. 1 Uncle’s Parantha,28.570341,77.21969,444,Indian Restaurant
95,28.5731898632245,77.22274908179077,Bengali Sweets,28.569537550088498,77.22094000628562,443,Indian Restaurant
96,28.5731898632245,77.22274908179077,Pind Balluchi,28.569525094427163,77.22430105801577,435,Indian Restaurant
97,28.57308925966734,77.22887956721935,Swagath Restaurant & Bar,28.573488628580655,77.23018334548219,134,Indian Restaurant
98,28.57308925966734,77.22887956721935,Sagar South Indian Restaurant,28.573392633956587,77.23029286074349,142,South Indian Restaurant
99,28.57308925966734,77.22887956721935,Sagar Ratna,28.57283887863218,77.23060369491576,170,Indian Restaurant
100,28.57308925966734,77.22887956721935,Colonel's Kababz,28.574008745531483,77.23048985381021,187,Indian Restaurant
101,28.57308925966734,77.22887956721935,Moets Stone,28.573238361371025,77.23053722007795,162,Italian Restaurant
102,28.57308925966734,77.22887956721935,Salim Kababs Khan Market Wale,28.573959614726736,77.22975750503267,129,Indian Restaurant
103,28.57308925966734,77.22887956721935,Liquid Kitchen,28.573906986208744,77.230313,167,Indian Restaurant
104,28.57308925966734,77.22887956721935,"Moti Mahal Delux, Defence Colony",28.573599835777195,77.23015044930057,136,Indian Restaurant
105,28.57308925966734,77.22887956721935,Rollmaal,28.573060736339777,77.23043673644335,152,Indian Restaurant
106,28.57308925966734,77.22887956721935,Kathputli,28.573695,77.23027,151,Rajasthani Restaurant
107,28.572988379484382,77.23501002117561,Bikanervala,28.57099184505776,77.23913167574396,460,Indian Restaurant
108,28.572988379484382,77.23501002117561,Sagar Ratna,28.57283887863218,77.23060369491576,431,Indian Restaurant
109,28.572988379484382,77.23501002117561,Swagath Restaurant & Bar,28.573488628580655,77.23018334548219,475,Indian Restaurant
110,28.572988379484382,77.23501002117561,Sagar South Indian Restaurant,28.573392633956587,77.23029286074349,463,South Indian Restaurant
111,28.572988379484382,77.23501002117561,Colonel's Kababz,28.574008745531483,77.23048985381021,456,Indian Restaurant
112,28.572988379484382,77.23501002117561,Moets Stone,28.573238361371025,77.23053722007795,438,Italian Restaurant
113,28.572988379484382,77.23501002117561,Rollmaal,28.573060736339777,77.23043673644335,447,Indian Restaurant
114,28.572988379484382,77.23501002117561,Bikanerwala,28.570990319917385,77.23912125148715,459,Indian Restaurant
115,28.572988379484382,77.23501002117561,Liquid Kitchen,28.573906986208744,77.230313,470,Indian Restaurant
116,28.572988379484382,77.23501002117561,"Moti Mahal Delux, Defence Colony",28.573599835777195,77.23015044930057,479,Indian Restaurant
117,28.572988379484382,77.23501002117561,Kathputli,28.573695,77.23027,470,Rajasthani Restaurant
118,28.57288722268086,77.24114044357319,Bikanervala,28.57099184505776,77.23913167574396,288,Indian Restaurant
119,28.57288722268086,77.24114044357319,Anandji Chole Bhature,28.5752,77.2413,257,Indian Restaurant
120,28.57288722268086,77.24114044357319,Bikanerwala,28.570990319917385,77.23912125148715,289,Indian Restaurant
121,28.57288722268086,77.24114044357319,Goli Vada Pao,28.570170763838068,77.23980524015442,329,Indian Restaurant
122,28.57288722268086,77.24114044357319,Mazaar,28.57689506188291,77.24208410453556,455,Indian Restaurant
123,28.572785789262024,77.24727083432586,Beliram Decchiwala,28.56891632080078,77.24746942520142,431,Indian Restaurant
124,28.572785789262024,77.24727083432586,Wah Ji Wah,28.575106721514477,77.24316739160896,477,Indian Restaurant
125,28.57268407923315,77.25340119334733,Indian Accent,28.57042284894989,77.2567533800153,413,Indian Restaurant
126,28.57268407923315,77.25340119334733,The Manor Hotel,28.57045905048506,77.25679070551244,413,Hotel
127,28.57268407923315,77.25340119334733,In-Q - The Manor,28.570335,77.256656,411,Indian Restaurant
128,28.5725820925995,77.25953152055129,Indian Accent,28.57042284894989,77.2567533800153,362,Indian Restaurant
129,28.5725820925995,77.25953152055129,The Manor Hotel,28.57045905048506,77.25679070551244,357,Hotel
130,28.5725820925995,77.25953152055129,In-Q - The Manor,28.570335,77.256656,376,Indian Restaurant
131,28.572479829366383,77.26566181585147,Ambar Parathe Wala,28.571830353388858,77.26544272767393,75,Indian Restaurant
132,28.572479829366383,77.26566181585147,Moti Mahal Delux,28.56967298222236,77.26791858673096,382,Indian Restaurant
133,28.578425126805683,77.18912793205128,Jamavar Kashmiri Restaurant @ The Leela,28.580142785889475,77.18926702333043,191,Indian Restaurant
134,28.578425126805683,77.18912793205128,The Leela Palace,28.579923208960246,77.18929069931625,167,Hotel
135,28.578425126805683,77.18912793205128,The Qube,28.58016233519692,77.1892701263573,193,Breakfast Spot
136,28.57832602557771,77.19525886038512,Rdbd Rang de Basanti Dhaba,28.576552126905252,77.19525190451647,197,Indian Restaurant
137,28.57832602557771,77.19525886038512,Haldiram's,28.576374358811357,77.19526594231465,217,Indian Restaurant
138,28.57832602557771,77.19525886038512,Amar Jyoti Restaurant,28.577417293433125,77.19666129546995,170,Indian Restaurant
139,28.57832602557771,77.19525886038512,Rang De Basanti Dhaba,28.576022679658717,77.1950497594198,257,Indian Restaurant
140,28.578226647641788,77.20138975771545,Amar Jyoti Restaurant,28.577417293433125,77.19666129546995,470,Indian Restaurant
141,28.578226647641788,77.20138975771545,rasoi Plaza,28.578075273467363,77.19642546229475,485,Indian Restaurant
142,28.578126993003085,77.20752062395592,Appus Hotel,28.575048,77.21011,426,Indian Restaurant
143,28.578126993003085,77.20752062395592,dilli o dilli,28.579696910747536,77.211602054344,435,Indian Restaurant
144,28.578126993003085,77.20752062395592,Dosa Junction,28.57717480245098,77.21052970643788,312,South Indian Restaurant
145,28.578027061666777,77.2136514590202,dilli o dilli,28.579696910747536,77.211602054344,273,Indian Restaurant
146,28.578027061666777,77.2136514590202,Appus Hotel,28.575048,77.21011,479,Indian Restaurant
147,28.578027061666777,77.2136514590202,Dosa Junction,28.57717480245098,77.21052970643788,319,South Indian Restaurant
148,28.57792685363805,77.219782262822,Chidambaram's New Madras Hotel,28.580657473052533,77.22094271197862,324,Indian Restaurant
149,28.57792685363805,77.219782262822,Chidambaram's,28.58076286315918,77.2209701538086,336,Indian Restaurant
150,28.57782636892211,77.22591303527498,New Madras Hotel,28.580004538171348,77.2243515818299,286,Indian Restaurant
151,28.57772560752417,77.23204377629285,Colonel's Kababz,28.574008745531483,77.23048985381021,440,Indian Restaurant
152,28.57772560752417,77.23204377629285,Liquid Kitchen,28.573906986208744,77.230313,457,Indian Restaurant
153,28.57772560752417,77.23204377629285,Salim Kababs Khan Market Wale,28.573959614726736,77.22975750503267,475,Indian Restaurant
154,28.57772560752417,77.23204377629285,"Moti Mahal Delux, Defence Colony",28.573599835777195,77.23015044930057,495,Indian Restaurant
155,28.57772560752417,77.23204377629285,Kathputli,28.573695,77.23027,481,Rajasthani Restaurant
156,28.577624569449462,77.23817448578932,Saleem's,28.577576,77.23819,5,Indian Restaurant
157,28.577624569449462,77.23817448578932,Deez Biryani,28.57713220884342,77.23843004205739,60,Indian Restaurant
158,28.577624569449462,77.23817448578932,Mazaar,28.57689506188291,77.24208410453556,390,Indian Restaurant
159,28.577624569449462,77.23817448578932,Anandji Chole Bhature,28.5752,77.2413,407,Indian Restaurant
160,28.57752325470323,77.24430516367804,Mazaar,28.57689506188291,77.24208410453556,228,Indian Restaurant
161,28.57752325470323,77.24430516367804,Wah Ji Wah,28.575106721514477,77.24316739160896,291,Indian Restaurant
162,28.57752325470323,77.24430516367804,KiTchen Khurana,28.578798849463254,77.24069770706988,380,Indian Restaurant
163,28.57752325470323,77.24430516367804,Anandji Chole Bhature,28.5752,77.2413,391,Indian Restaurant
164,28.57752325470323,77.24430516367804,hunger,28.57518196105957,77.24288177490234,295,North Indian Restaurant
165,28.577421663290743,77.25043580987274,Other country food,28.580578496675614,77.25010468301647,352,Indian Restaurant
166,28.577217650488095,77.26269700683484,haldirams,28.578164298431798,77.26296789863937,108,Indian Restaurant
167,28.583161468630028,77.18615942259304,The Potbelly,28.583796346289404,77.1878284612995,177,Indian Restaurant
168,28.583161468630028,77.18615942259304,Jamavar Kashmiri Restaurant @ The Leela,28.580142785889475,77.18926702333043,452,Indian Restaurant
169,28.583161468630028,77.18615942259304,Tamil Nadu House Canteen,28.583111926681426,77.19103325736886,476,Indian Restaurant
170,28.583161468630028,77.18615942259304,The Leela Palace,28.579923208960246,77.18929069931625,472,Hotel
171,28.583161468630028,77.18615942259304,The Qube,28.58016233519692,77.1892701263573,451,Breakfast Spot
172,28.58306248657739,77.19229063781384,Jamavar Kashmiri Restaurant @ The Leela,28.580142785889475,77.18926702333043,439,Indian Restaurant
173,28.58306248657739,77.19229063781384,Tamil Nadu House Canteen,28.583111926681426,77.19103325736886,123,Indian Restaurant
174,28.58306248657739,77.19229063781384,Bikanervala,28.58539415667423,77.19142816862616,272,Indian Restaurant
175,28.58306248657739,77.19229063781384,The Potbelly,28.583796346289404,77.1878284612995,443,Indian Restaurant
176,28.58306248657739,77.19229063781384,The Leela Palace,28.579923208960246,77.18929069931625,456,Hotel
177,28.58306248657739,77.19229063781384,Yashwant Place,28.584328859422833,77.19170870025458,152,Indian Restaurant
178,28.58306248657739,77.19229063781384,Chimney Sizzlers,28.584257123665918,77.19172105387057,144,Chinese Restaurant
179,28.58306248657739,77.19229063781384,The Qube,28.58016233519692,77.1892701263573,437,Breakfast Spot
180,28.582963227760633,77.19842182206845,Amber Restaurant,28.582893,77.20227,376,Indian Restaurant
181,28.582963227760633,77.19842182206845,Sagar Restaurant,28.582952,77.20235,383,Indian Restaurant
182,28.58286369218491,77.20455297527052,Sagar Restaurant,28.582952,77.20235,215,Indian Restaurant
183,28.58286369218491,77.20455297527052,Amber Restaurant,28.582893,77.20227,223,Indian Restaurant
184,28.58276387985541,77.21068409733371,dilli o dilli,28.579696910747536,77.211602054344,353,Indian Restaurant
185,28.5826637907773,77.21681518817171,Chidambaram's New Madras Hotel,28.580657473052533,77.22094271197862,461,Indian Restaurant
186,28.5826637907773,77.21681518817171,Hot Chimney,28.58370160693686,77.22057434083216,385,Indian Restaurant
187,28.5826637907773,77.21681518817171,Chidambaram's,28.58076286315918,77.2209701538086,457,Indian Restaurant
188,28.582563424955772,77.22294624769816,Chidambaram's New Madras Hotel,28.580657473052533,77.22094271197862,288,Indian Restaurant
189,28.582563424955772,77.22294624769816,Hot Chimney,28.58370160693686,77.22057434083216,264,Indian Restaurant
190,28.582563424955772,77.22294624769816,Jamun,28.584576,77.223303,226,Indian Restaurant
191,28.582563424955772,77.22294624769816,Chidambaram's,28.58076286315918,77.2209701538086,278,Indian Restaurant
192,28.582563424955772,77.22294624769816,Anna Muthulaxmi,28.582260625665445,77.22740650177002,437,Indian Restaurant
193,28.582563424955772,77.22294624769816,Carnatic Cafe,28.583904,77.2267,396,South Indian Restaurant
194,28.582462782396057,77.22907727582675,Anna Muthulaxmi,28.582260625665445,77.22740650177002,164,Indian Restaurant
195,28.582462782396057,77.22907727582675,tikka town,28.58622117012594,77.22647917615916,489,Indian Restaurant
196,28.582462782396057,77.22907727582675,Carnatic Cafe,28.583904,77.2267,282,South Indian Restaurant
197,28.582361863103365,77.23520827247116,Ambersari,28.579893165445522,77.23899134934071,460,Indian Restaurant
198,28.58226066708294,77.24133923754503,Ambersari,28.579893165445522,77.23899134934071,349,Indian Restaurant
199,28.58226066708294,77.24133923754503,KiTchen Khurana,28.578798849463254,77.24069770706988,390,Indian Restaurant
200,28.58215919434004,77.2474701709621,Papu Kachori Pakode,28.582607488429254,77.24972303035811,225,Indian Restaurant
201,28.58215919434004,77.2474701709621,Vatika Grand,28.584128260509647,77.24849387588849,240,Indian Restaurant
202,28.58215919434004,77.2474701709621,"Bhashi Restaurant, Mathura Road",28.58198539575973,77.25046388438822,293,Indian Restaurant
203,28.58215919434004,77.2474701709621,Other country food,28.580578496675614,77.25010468301647,311,Indian Restaurant
204,28.58215919434004,77.2474701709621,Hyderabad House,28.583601966727112,77.24973425545397,273,Hyderabadi Restaurant
205,28.582057444879933,77.253601072636,"Bhashi Restaurant, Mathura Road",28.58198539575973,77.25046388438822,306,Indian Restaurant
206,28.582057444879933,77.253601072636,Papu Kachori Pakode,28.582607488429254,77.24972303035811,384,Indian Restaurant
207,28.582057444879933,77.253601072636,Other country food,28.580578496675614,77.25010468301647,379,Indian Restaurant
208,28.582057444879933,77.253601072636,Hyderabad House,28.583601966727112,77.24973425545397,415,Hyderabadi Restaurant
209,28.581955418707903,77.25973194248043,Haldirams,28.584304895411478,77.26190724167218,337,Indian Restaurant
210,28.581853115829244,77.2658627804091,Haldirams,28.584304895411478,77.26190724167218,473,Indian Restaurant
211,28.581853115829244,77.2658627804091,haldirams,28.578164298431798,77.26296789863937,498,Indian Restaurant
212,28.587798894051133,77.18932215927863,Bikanervala,28.58539415667423,77.19142816862616,337,Indian Restaurant
213,28.587798894051133,77.18932215927863,The Potbelly,28.583796346289404,77.1878284612995,468,Indian Restaurant
214,28.587798894051133,77.18932215927863,Yashwant Place,28.584328859422833,77.19170870025458,451,Indian Restaurant
215,28.587798894051133,77.18932215927863,Chimney Sizzlers,28.584257123665918,77.19172105387057,458,Chinese Restaurant
216,28.58769975440676,77.19545363050652,Bikanervala,28.58539415667423,77.19142816862616,469,Indian Restaurant
217,28.587300427729605,77.21997920440258,Hot Chimney,28.58370160693686,77.22057434083216,404,Indian Restaurant
218,28.587300427729605,77.21997920440258,Jamun,28.584576,77.223303,444,Indian Restaurant
219,28.587300427729605,77.21997920440258,Dilli Dastarkhwan,28.590543815914646,77.22308847999311,471,Indian Restaurant
220,28.587199904061315,77.22611051969096,Delhi-o-Delhi,28.589280520232073,77.22584827793551,233,Indian Restaurant
221,28.587199904061315,77.22611051969096,tikka town,28.58622117012594,77.22647917615916,114,Indian Restaurant
222,28.587199904061315,77.22611051969096,Ganesha Sweets&Restaurants,28.586379,77.22625,92,Indian Restaurant
223,28.587199904061315,77.22611051969096,Jamun,28.584576,77.223303,400,Indian Restaurant
224,28.587199904061315,77.22611051969096,Carnatic Cafe,28.583904,77.2267,371,South Indian Restaurant
225,28.586896672342334,77.2445042765291,Monis Kada,28.591223,77.243997,484,Indian Restaurant
226,28.586896672342334,77.2445042765291,Vatika Grand,28.584128260509647,77.24849387588849,497,Indian Restaurant
227,28.586896672342334,77.2445042765291,"Kareems nizamuddin,  Delhi",28.591299035851705,77.24362203243963,497,Awadhi Restaurant
228,28.5867950415488,77.25063546551166,Comesum - The Food Junction,28.58970528985822,77.253211613099,410,Indian Restaurant
229,28.5867950415488,77.25063546551166,Aneja,28.589415,77.252629,350,Indian Restaurant
230,28.5867950415488,77.25063546551166,Vatika Grand,28.584128260509647,77.24849387588849,363,Indian Restaurant
231,28.5867950415488,77.25063546551166,Papu Kachori Pakode,28.582607488429254,77.24972303035811,474,Indian Restaurant
232,28.5867950415488,77.25063546551166,Hyderabad House,28.583601966727112,77.24973425545397,366,Hyderabadi Restaurant
233,28.5866931339871,77.25676662270195,Comesum - The Food Junction,28.58970528985822,77.253211613099,482,Indian Restaurant
234,28.58659094966254,77.26289774801361,Haldirams,28.584304895411478,77.26190724167218,272,Indian Restaurant
235,28.592732458163187,77.17408981560469,Bukhara,28.596914259545567,77.17335846829526,470,North Indian Restaurant
236,28.592732458163187,77.17408981560469,Pavilion,28.597175612322467,77.17354140226394,497,Indian Restaurant
237,28.592732458163187,77.17408981560469,Masala Art - Taj Palace Hotel,28.595007120309404,77.1706001073428,424,Indian Restaurant
238,28.592732458163187,77.17408981560469,ITC Maurya,28.59713,77.173643,491,Hotel
239,28.59253524796018,77.18635342469314,Pepper Bistro,28.593104011680257,77.18892216682434,258,Indian Restaurant
240,28.59243622754141,77.19248518294333,Sagar Ratna,28.595551410016434,77.19576360070631,472,Indian Restaurant
241,28.59243622754141,77.19248518294333,Pepper Bistro,28.593104011680257,77.18892216682434,356,Indian Restaurant
242,28.592336930251335,77.19861691021568,Sagar Ratna,28.595551410016434,77.19576360070631,453,Indian Restaurant
243,28.591936972481204,77.22314350779916,Delhi-o-Delhi,28.589280520232073,77.22584827793551,396,Indian Restaurant
244,28.591936972481204,77.22314350779916,Dilli Dastarkhwan,28.590543815914646,77.22308847999311,155,Indian Restaurant
245,28.591836290912184,77.22927507888673,Delhi-o-Delhi,28.589280520232073,77.22584827793551,439,Indian Restaurant
246,28.591836290912184,77.22927507888673,Dyal Singh College Canteen,28.595952671508183,77.22935894593881,458,Indian Restaurant
247,28.591735332502996,77.23540661847825,Indian Accent,28.592025841987475,77.23800557290183,256,Indian Restaurant
248,28.591735332502996,77.23540661847825,Élan @ The Lodhi,28.591598725492826,77.23820746338278,274,Restaurant
249,28.591735332502996,77.23540661847825,On The Waterfront,28.592061411987267,77.23795124764315,251,Hotel Bar
250,28.591735332502996,77.23540661847825,The Lodhi Hotel,28.591668747194344,77.2381313007319,266,Hotel
251,28.59163409725889,77.2415381264874,Indian Accent,28.592025841987475,77.23800557290183,348,Indian Restaurant
252,28.59163409725889,77.2415381264874,Karims,28.5913955903448,77.24365657296444,208,Indian Restaurant
253,28.59163409725889,77.2415381264874,Élan @ The Lodhi,28.591598725492826,77.23820746338278,325,Restaurant
254,28.59163409725889,77.2415381264874,On The Waterfront,28.592061411987267,77.23795124764315,353,Hotel Bar
255,28.59163409725889,77.2415381264874,The Lodhi Hotel,28.591668747194344,77.2381313007319,333,Hotel
256,28.59163409725889,77.2415381264874,Aap Ki Khatir,28.592860832086362,77.24133758484983,137,Indian Restaurant
257,28.59163409725889,77.2415381264874,Tahir Kabab Corner,28.59172882171536,77.24453692163345,293,Indian Restaurant
